Board State ,EVAL
rn1qk2r/pbppn1pp/1p2p3/8/4P3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 9,[%eval 0.37]
rn1qk2r/pbppn1pp/1p2p3/8/2B1P3/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 9,[%eval 0.26]
rn1qk2r/pbpp2pp/1p2p1n1/8/2B1P3/2N2N2/PPP2PPP/R2QK2R w KQkq - 2 10,[%eval 0.22]
rn1qk2r/pbpp2pp/1p2p1n1/8/2B1P3/2N2N2/PPP2PPP/R2Q1RK1 b kq - 3 10,[%eval 0.06]
rn1q1rk1/pbpp2pp/1p2p1n1/8/2B1P3/2N2N2/PPP2PPP/R2Q1RK1 w - - 4 11,[%eval 0.13]
rn1q1rk1/pbpp2pp/1p2p1n1/8/2B1P3/2N2N2/PPP2PPP/R2QR1K1 b - - 5 11,[%eval -0.31]
r2q1rk1/pbpp2pp/1pn1p1n1/8/2B1P3/2N2N2/PPP2PPP/R2QR1K1 w - - 6 12,[%eval -0.34]
r2q1rk1/pbpp2pp/1pn1p1n1/8/2B1P3/2N2N1P/PPP2PP1/R2QR1K1 b - - 0 12,[%eval -1.39]
r2q1r1k/pbpp2pp/1pn1p1n1/8/2B1P3/2N2N1P/PPP2PP1/R2QR1K1 w - - 1 13,[%eval -0.41]
r2q1r1k/pbpp2pp/1pn1p1n1/8/2B1P3/P1N2N1P/1PP2PP1/R2QR1K1 b - - 0 13,[%eval -0.6]
r2q1r1k/pbpp2pp/1pn1p3/4n3/2B1P3/P1N2N1P/1PP2PP1/R2QR1K1 w - - 1 14,[%eval -0.63]
r2q1r1k/pbpp2pp/1pn1p3/4N3/2B1P3/P1N4P/1PP2PP1/R2QR1K1 b - - 0 14,[%eval -0.61]
r2q1r1k/pbpp2pp/1p2p3/4n3/2B1P3/P1N4P/1PP2PP1/R2QR1K1 w - - 0 15,[%eval -0.64]
r2q1r1k/pbpp2pp/1p2p3/4n3/4P3/P1NB3P/1PP2PP1/R2QR1K1 b - - 1 15,[%eval -0.51]
r4r1k/pbpp2pp/1p2p3/4n1q1/4P3/P1NB3P/1PP2PP1/R2QR1K1 w - - 2 16,[%eval -0.74]
r4r1k/pbpp2pp/1p2p3/1B2n1q1/4P3/P1N4P/1PP2PP1/R2QR1K1 b - - 3 16,[%eval -2.11]
r4r1k/pb1p2pp/1pp1p3/1B2n1q1/4P3/P1N4P/1PP2PP1/R2QR1K1 w - - 0 17,[%eval -0.72]
r4r1k/pb1p2pp/1pp1p3/4n1q1/B3P3/P1N4P/1PP2PP1/R2QR1K1 b - - 1 17,[%eval -1.98]
r4r1k/pb4pp/1pp1p3/3pn1q1/B3P3/P1N4P/1PP2PP1/R2QR1K1 w - d6 0 18,[%eval -2.02]
r4r1k/pb4pp/1pp1p3/3Pn1q1/B7/P1N4P/1PP2PP1/R2QR1K1 b - - 0 18,[%eval -2.58]
r4r1k/pb4pp/1pp5/3pn1q1/B7/P1N4P/1PP2PP1/R2QR1K1 w - - 0 19,[%eval -1.44]
r4r1k/pb4pp/1pp5/3pn1q1/BP6/P1N4P/2P2PP1/R2QR1K1 b - b3 0 19,[%eval -4.86]
r4r1k/pb4pp/1pp5/3p2q1/BPn5/P1N4P/2P2PP1/R2QR1K1 w - - 1 20,[%eval -0.55]
r4r1k/pb4pp/1pp5/3p2q1/BPn3Q1/P1N4P/2P2PP1/R3R1K1 b - - 2 20,[%eval -0.85]
r4r1k/pb4pp/1pp5/3p4/BPn3Q1/P1N4P/2Pq1PP1/R3R1K1 w - - 3 21,[%eval 0.2]
r4r1k/pb4pp/1pp5/3p4/BPn3Q1/P6P/2Pq1PP1/RN2R1K1 b - - 4 21,[%eval -15.66]
r4r1k/pb4pp/1pp5/3p4/BPn3Q1/P6P/2P2PP1/RN2q1K1 w - - 0 22,[%eval -15.37]
r4r1k/pb4pp/1pp5/3p4/BPn3Q1/P6P/2P2PPK/RN2q3 b - - 1 22,[%eval -15.41]
r4r1k/pb4pp/1pp5/3p4/BPn3Q1/P6P/2P2qPK/RN6 w - - 0 23,[%eval -10.59]
r4r1k/pb4pp/1pp5/1P1p4/B1n3Q1/P6P/2P2qPK/RN6 b - - 0 23,[%eval -27.63]
r4r1k/pb4pp/1p6/1p1p4/B1n3Q1/P6P/2P2qPK/RN6 w - - 0 24,[%eval -14.49]
r4r1k/pb4pp/1p6/1B1p4/2n3Q1/P6P/2P2qPK/RN6 b - - 0 24,[%eval -21.0]
r4r1k/pb4pp/1p6/1B1p4/2n3Q1/P6P/2P3PK/RN3q2 w - - 1 25,[%eval -12.55]
r4r1k/pb4pp/1p6/3p4/2B3Q1/P6P/2P3PK/RN3q2 b - - 0 25,[%eval -18.04]
r4r1k/pb4pp/1p6/8/2p3Q1/P6P/2P3PK/RN3q2 w - - 0 26,[%eval -17.21]
r6k/pb4pp/1p6/8/2p5/P5QP/2Pr2PK/R4q2 w - - 0 28,[%eval -1.83]
r6k/pb4pp/1p6/8/2p5/P5QP/2Pr2PK/5R2 b - - 0 28,[%eval -1.82]
r2r3k/pb4pp/1p6/8/2p5/P5QP/2P3PK/5R2 w - - 1 29,[%eval 6.34]
r2r3k/pb4pp/1p6/8/2p5/P1Q4P/2P3PK/5R2 b - - 2 29,[%eval 0.46]
r2r3k/pb4pp/8/1p6/2p5/P1Q4P/2P3PK/5R2 w - - 0 30,[%eval 6.08]
r2r3k/pb4pp/8/1p6/P1p5/2Q4P/2P3PK/5R2 b - - 0 30,[%eval 1.08]
r2r3k/1b4pp/p7/1p6/P1p5/2Q4P/2P3PK/5R2 w - - 0 31,[%eval 5.55]
r2r3k/1b4pp/p7/1P6/2p5/2Q4P/2P3PK/5R2 b - - 0 31,[%eval 3.18]
r2r3k/1b4pp/8/1p6/2p5/2Q4P/2P3PK/5R2 w - - 0 32,[%eval 6.4]
r2r3k/1b4pp/8/1p6/1Qp5/7P/2P3PK/5R2 b - - 1 32,[%eval 0.79]
r5rk/1b4pp/8/1p6/1Qp5/7P/2P3PK/5R2 w - - 2 33,[%eval 2.13]
r5rk/1b4pp/8/1Q6/2p5/7P/2P3PK/5R2 b - - 0 33,[%eval 2.16]
r5rk/6pp/8/1Q6/2p1b3/7P/2P3PK/5R2 w - - 1 34,[%eval 2.39]
r5rk/6pp/8/8/2Q1b3/7P/2P3PK/5R2 b - - 0 34,[%eval 2.48]
r5rk/6pp/6b1/8/2Q5/7P/2P3PK/5R2 w - - 1 35,[%eval 2.43]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.22]
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq f6 0 2,[%eval 0.53]
rnbqkbnr/ppppp1pp/8/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,[%eval 0.5]
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,[%eval 0.5]
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,[%eval 0.44]
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,[%eval 0.59]
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4,[%eval 0.4]
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5,[%eval 0.55]
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,[%eval 0.47]
rnbq1rk1/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w - - 4 6,[%eval 0.41]
rnbq1rk1/ppppp1bp/5np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - c3 0 6,[%eval 0.57]
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,[%eval 0.4]
rnbq1rk1/ppp1p1bp/3p1np1/5p2/1PPP4/5NP1/P3PPBP/RNBQ1RK1 b - b3 0 7,[%eval -0.11]
r1bq1rk1/ppp1p1bp/2np1np1/5p2/1PPP4/5NP1/P3PPBP/RNBQ1RK1 w - - 1 8,[%eval 0.16]
r1bq1rk1/ppp1p1bp/2np1np1/5p2/1PPP4/5NP1/PB2PPBP/RN1Q1RK1 b - - 2 8,[%eval -0.12]
r1bq1rk1/ppp3bp/2np1np1/4pp2/1PPP4/5NP1/PB2PPBP/RN1Q1RK1 w - e6 0 9,[%eval 0.2]
r1bq1rk1/ppp3bp/2np1np1/1P2pp2/2PP4/5NP1/PB2PPBP/RN1Q1RK1 b - - 0 9,[%eval 0.21]
r1bq1rk1/ppp3bp/3p1np1/1P2pp2/2Pn4/5NP1/PB2PPBP/RN1Q1RK1 w - - 0 10,[%eval 0.29]
r1bq1rk1/ppp3bp/3p1np1/1P2pp2/2PN4/6P1/PB2PPBP/RN1Q1RK1 b - - 0 10,[%eval 0.15]
r1bq1rk1/ppp3bp/3p1np1/1P3p2/2Pp4/6P1/PB2PPBP/RN1Q1RK1 w - - 0 11,[%eval 0.19]
r1bq1rk1/ppp3bp/3p1np1/1P3p2/2PB4/6P1/P3PPBP/RN1Q1RK1 b - - 0 11,[%eval 0.27]
r1b2rk1/ppp1q1bp/3p1np1/1P3p2/2PB4/6P1/P3PPBP/RN1Q1RK1 w - - 1 12,[%eval 0.53]
r1b2rk1/ppp1q1bp/3p1np1/1P3p2/2PB4/2N3P1/P3PPBP/R2Q1RK1 b - - 2 12,[%eval 0.49]
r1b1r1k1/ppp1q1bp/3p1np1/1P3p2/2PB4/2N3P1/P3PPBP/R2Q1RK1 w - - 3 13,[%eval 0.81]
r1b1r1k1/ppp1q1bp/3p1np1/1P1N1p2/2PB4/6P1/P3PPBP/R2Q1RK1 b - - 4 13,[%eval 0.79]
r1b1r1k1/ppp1q1bp/3p2p1/1P1n1p2/2PB4/6P1/P3PPBP/R2Q1RK1 w - - 0 14,[%eval 0.74]
r1b1r1k1/ppp1q1bp/3p2p1/1P1B1p2/2PB4/6P1/P3PP1P/R2Q1RK1 b - - 0 14,[%eval 0.84]
r1b1r2k/ppp1q1bp/3p2p1/1P1B1p2/2PB4/6P1/P3PP1P/R2Q1RK1 w - - 1 15,[%eval 0.74]
r1b1r2k/ppp1q1bp/3p2p1/1P1B1p2/2PB4/4P1P1/P4P1P/R2Q1RK1 b - - 0 15,[%eval 0.72]
1rb1r2k/ppp1q1bp/3p2p1/1P1B1p2/2PB4/4P1P1/P4P1P/R2Q1RK1 w - - 1 16,[%eval 1.16]
1rb1r2k/Bpp1q1bp/3p2p1/1P1B1p2/2P5/4P1P1/P4P1P/R2Q1RK1 b - - 0 16,[%eval 1.29]
r1b1r2k/Bpp1q1bp/3p2p1/1P1B1p2/2P5/4P1P1/P4P1P/R2Q1RK1 w - - 1 17,[%eval 1.19]
r1b1r2k/1pp1q1bp/3p2p1/1P1B1p2/2PB4/4P1P1/P4P1P/R2Q1RK1 b - - 2 17,[%eval 1.2]
2b1r2k/1pp1q1bp/3p2p1/1P1B1p2/r1PB4/4P1P1/P4P1P/R2Q1RK1 w - - 3 18,[%eval 6.88]
2b1r2k/1pp1q1bp/3p2p1/1P1B1p2/Q1PB4/4P1P1/P4P1P/R4RK1 b - - 0 18,[%eval 6.95]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.11]
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2,[%eval 0.48]
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,[%eval 0.51]
rnbqkbnr/pp2pppp/2p5/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,[%eval 0.59]
rnbqkbnr/pp2pppp/2P5/8/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,[%eval 0.56]
r1bqkbnr/pp2pppp/2n5/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,[%eval 0.52]
r1bqkbnr/pp2pppp/2n5/8/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 4,[%eval 0.35]
r1bqkb1r/pp2pppp/2n2n2/8/8/8/PPPPBPPP/RNBQK1NR w KQkq - 2 5,[%eval 0.39]
r1bqkb1r/pp2pppp/2n2n2/8/8/5N2/PPPPBPPP/RNBQK2R b KQkq - 3 5,[%eval 0.42]
r1bqkb1r/pp3ppp/2n1pn2/8/8/5N2/PPPPBPPP/RNBQK2R w KQkq - 0 6,[%eval 0.99]
r1bqkb1r/pp3ppp/2n1pn2/8/8/3P1N2/PPP1BPPP/RNBQK2R b KQkq - 0 6,[%eval 0.64]
r1bqkb1r/pp3pp1/2n1pn1p/8/8/3P1N2/PPP1BPPP/RNBQK2R w KQkq - 0 7,[%eval 0.93]
r1bqkb1r/pp3pp1/2n1pn1p/8/8/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 1 7,[%eval 0.77]
r1bqk2r/pp3pp1/2nbpn1p/8/8/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 2 8,[%eval 0.66]
r1bqk2r/pp3pp1/2nbpn1p/8/8/2NPBN2/PPP1BPPP/R2QK2R b KQkq - 3 8,[%eval 0.65]
r2qk2r/pp1b1pp1/2nbpn1p/8/8/2NPBN2/PPP1BPPP/R2QK2R w KQkq - 4 9,[%eval 0.83]
r2qk2r/pp1b1pp1/2nbpn1p/8/8/2NPBN2/PPPQBPPP/R3K2R b KQkq - 5 9,[%eval 0.57]
r2qk2r/1p1b1pp1/p1nbpn1p/8/8/2NPBN2/PPPQBPPP/R3K2R w KQkq - 0 10,[%eval 0.93]
r2qk2r/1p1b1pp1/p1nbpn1p/8/8/P1NPBN2/1PPQBPPP/R3K2R b KQkq - 0 10,[%eval 0.72]
r2qk2r/1p1b1p2/p1nbpn1p/6p1/8/P1NPBN2/1PPQBPPP/R3K2R w KQkq g6 0 11,[%eval 1.05]
r2qk2r/1p1b1p2/p1nbpn1p/6p1/8/P1NPBN1P/1PPQBPP1/R3K2R b KQkq - 0 11,[%eval 1.08]
r3k2r/1p1bqp2/p1nbpn1p/6p1/8/P1NPBN1P/1PPQBPP1/R3K2R w KQkq - 1 12,[%eval 1.19]
r3k2r/1p1bqp2/p1nbpn1p/6p1/N7/P2PBN1P/1PPQBPP1/R3K2R b KQkq - 2 12,[%eval 0.45]
r3k2r/1p1bqp2/p2bpn1p/4n1p1/N7/P2PBN1P/1PPQBPP1/R3K2R w KQkq - 3 13,[%eval 1.16]
r3k2r/1p1bqp2/pN1bpn1p/4n1p1/8/P2PBN1P/1PPQBPP1/R3K2R b KQkq - 4 13,[%eval 1.19]
r3k2r/1p1bqp2/pN1bpn1p/6p1/8/P2PBn1P/1PPQBPP1/R3K2R w KQkq - 0 14,[%eval 1.72]
r3k2r/1p1bqp2/pN1bpn1p/6p1/8/P2PBB1P/1PPQ1PP1/R3K2R b KQkq - 0 14,[%eval 1.65]
r3k2r/1p2qp2/pNbbpn1p/6p1/8/P2PBB1P/1PPQ1PP1/R3K2R w KQkq - 1 15,[%eval 6.13]
r3k2r/1p2qp2/pNBbpn1p/6p1/8/P2PB2P/1PPQ1PP1/R3K2R b KQkq - 0 15,[%eval 5.87]
r3k2r/4qp2/pNpbpn1p/6p1/8/P2PB2P/1PPQ1PP1/R3K2R w KQkq - 0 16,[%eval 5.81]
N3k2r/4qp2/p1pbpn1p/6p1/8/P2PB2P/1PPQ1PP1/R3K2R b KQk - 0 16,[%eval 6.11]
N4rk1/4qp2/p1pbpn1p/6p1/8/P2PB2P/1PPQ1PP1/R3K2R w KQ - 1 17,[%eval 6.29]
5rk1/4qp2/pNpbpn1p/6p1/8/P2PB2P/1PPQ1PP1/R3K2R b KQ - 2 17,[%eval 6.39]
5rk1/4qp2/pNpbp2p/3n2p1/8/P2PB2P/1PPQ1PP1/R3K2R w KQ - 3 18,[%eval 6.41]
5rk1/4qp2/p1pbp2p/3n2p1/2N5/P2PB2P/1PPQ1PP1/R3K2R b KQ - 4 18,[%eval 6.32]
5rk1/4qp2/p1pbp2p/6p1/2N2n2/P2PB2P/1PPQ1PP1/R3K2R w KQ - 5 19,[%eval 7.02]
5rk1/4qp2/p1pNp2p/6p1/5n2/P2PB2P/1PPQ1PP1/R3K2R b KQ - 0 19,[%eval 6.54]
5rk1/4qp2/p1pNp2p/6p1/8/P2PB2P/1PPQ1Pn1/R3K2R w KQ - 0 20,[%eval 6.9]
5rk1/4qp2/p1pNp2p/6p1/8/P2PB2P/1PPQ1Pn1/R2K3R b - - 1 20,[%eval 6.75]
5rk1/4qp2/p1pNp2p/6p1/8/P2Pn2P/1PPQ1P2/R2K3R w - - 0 21,[%eval 7.02]
5rk1/4qp2/p1pNp2p/6p1/8/P2PQ2P/1PP2P2/R2K3R b - - 0 21,[%eval 6.83]
5rk1/5p2/p1pqp2p/6p1/8/P2PQ2P/1PP2P2/R2K3R w - - 0 22,[%eval 6.95]
5rk1/5p2/p1pqp2p/6p1/8/P2PQ2P/1PPK1P2/R6R b - - 1 22,[%eval 6.19]
5rk1/5p2/p2qp2p/2p3p1/8/P2PQ2P/1PPK1P2/R6R w - - 0 23,[%eval 7.74]
5rk1/5p2/p2qp2p/2p3p1/7P/P2PQ3/1PPK1P2/R6R b - - 0 23,[%eval 7.74]
5rk1/5p2/p2qp2p/2p5/6pP/P2PQ3/1PPK1P2/R6R w - - 0 24,[%eval 7.98]
5rk1/5p2/p2qp2p/2p5/6pP/P2PQP2/1PPK4/R6R b - - 0 24,[%eval 7.27]
5rk1/5p2/p2qp2p/2p5/7P/P2PQPp1/1PPK4/R6R w - - 0 25,[%eval 8.25]
5rk1/5p2/p2qp2p/2p5/7P/P2PQPp1/1PPK4/R5R1 b - - 1 25,[%eval 7.56]
5r2/5p1k/p2qp2p/2p5/7P/P2PQPp1/1PPK4/R5R1 w - - 2 26,[%eval 7.84]
5r2/5p1k/p2qp2p/2p5/4Q2P/P2P1Pp1/1PPK4/R5R1 b - - 3 26,[%eval 6.38]
5r2/7k/p2qp2p/2p2p2/4Q2P/P2P1Pp1/1PPK4/R5R1 w - f6 0 27,[%eval 6.38]
5r2/7k/p2qp2p/2p2p2/7P/P2PQPp1/1PPK4/R5R1 b - - 1 27,[%eval 6.17]
5r2/7k/p2qp2p/2p2p2/7P/P2PQP2/1PPK2p1/R5R1 w - - 0 28,[%eval 9.6]
5r2/7k/p2qp2p/2p2p2/7P/P2PQP2/1PPK2R1/R7 b - - 0 28,[%eval 9.59]
6r1/7k/p2qp2p/2p2p2/7P/P2PQP2/1PPK2R1/R7 w - - 1 29,[%eval 11.05]
6R1/7k/p2qp2p/2p2p2/7P/P2PQP2/1PPK4/R7 b - - 0 29,[%eval 10.86]
6R1/7k/p3p2p/2p2p2/7P/P2PQP2/1PPK3q/R7 w - - 1 30,[%eval 54.17]
6R1/7k/p3p2p/2p2p2/7P/P2P1P2/1PPKQ2q/R7 b - - 2 30,[%eval 10.57]
6R1/7k/p3p2p/2p2p2/5q1P/P2P1P2/1PPKQ3/R7 w - - 3 31,[%eval 15.46]
6R1/7k/p3p2p/2p2p2/5q1P/P2PQP2/1PPK4/R7 b - - 4 31,[%eval 11.89]
6R1/7k/p3p2p/2p2p2/7P/P2PQP2/1PPK3q/R7 w - - 5 32,[%eval 53.25]
6R1/7k/p3p2p/2p2p2/7P/P1KPQP2/1PP4q/R7 b - - 6 32,[%eval 53.37]
6k1/8/p3p2p/2p2p2/7P/P1KPQP2/1PP4q/R7 w - - 0 33,[%eval 54.25]
6k1/8/p3p2p/2p2p2/7P/P1KP1P2/1PP4q/R5Q1 b - - 1 33,[%eval 11.14]
6k1/8/p3p2p/2p2p2/7P/P1KP1P2/1PP5/R5q1 w - - 0 34,[%eval 17.56]
6k1/8/p3p2p/2p2p2/7P/P1KP1P2/1PP5/6R1 b - - 0 34,[%eval 17.18]
8/5k2/p3p2p/2p2p2/7P/P1KP1P2/1PP5/6R1 w - - 1 35,[%eval 17.95]
8/5k2/p3p2p/2p2p2/1P5P/P1KP1P2/2P5/6R1 b - b3 0 35,[%eval 12.43]
8/5k2/p3p2p/5p2/1p5P/P1KP1P2/2P5/6R1 w - - 0 36,[%eval 19.7]
8/5k2/p3p2p/5p2/1P5P/2KP1P2/2P5/6R1 b - - 0 36,[%eval 48.29]
8/8/p3pk1p/5p2/1P5P/2KP1P2/2P5/6R1 w - - 1 37,[%eval 48.29]
8/8/p3pk1p/5p2/1P5P/1K1P1P2/2P5/6R1 b - - 2 37,[%eval 18.39]
8/8/p3p2p/4kp2/1P5P/1K1P1P2/2P5/6R1 w - - 3 38,[%eval 42.08]
8/8/p3p2p/4kp2/1P5P/1K1P1P2/2P5/R7 b - - 4 38,[%eval 19.37]
8/8/p3p2p/5p2/1P3k1P/1K1P1P2/2P5/R7 w - - 5 39,[%eval 52.8]
8/8/R3p2p/5p2/1P3k1P/1K1P1P2/2P5/8 b - - 0 39,[%eval 48.32]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.15]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.18]
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,[%eval 0.27]
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,[%eval 0.25]
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq - 3 3,[%eval 0.0]
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq - 4 4,[%eval 0.05]
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP1BPPP/RNBQK2R b KQkq - 0 4,[%eval -0.13]
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQK2R w KQkq - 1 5,[%eval 0.13]
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 b kq - 2 5,[%eval 0.21]
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/4P3/3P1N2/PPP1BPPP/RNBQ1RK1 w kq - 0 6,[%eval 0.53]
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/4P3/3PBN2/PPP1BPPP/RN1Q1RK1 b kq - 1 6,[%eval 0.12]
r1bqk2r/pppp1pp1/1bn2n1p/4p3/4P3/3PBN2/PPP1BPPP/RN1Q1RK1 w kq - 2 7,[%eval 0.1]
r1bqk2r/pppp1pp1/1bn2n1p/4p3/4P3/2NPBN2/PPP1BPPP/R2Q1RK1 b kq - 3 7,[%eval 0.05]
r1bqk2r/ppp2pp1/1bnp1n1p/4p3/4P3/2NPBN2/PPP1BPPP/R2Q1RK1 w kq - 0 8,[%eval 0.01]
r1bqk2r/ppp2pp1/1bnp1n1p/4p3/3PP3/2N1BN2/PPP1BPPP/R2Q1RK1 b kq - 0 8,[%eval -0.03]
r1bq1rk1/ppp2pp1/1bnp1n1p/4p3/3PP3/2N1BN2/PPP1BPPP/R2Q1RK1 w - - 1 9,[%eval 0.0]
r1bq1rk1/ppp2pp1/1bnp1n1p/4p3/3PP3/2N1BN2/PPPQBPPP/R4RK1 b - - 2 9,[%eval -0.19]
r1bq1rk1/ppp2pp1/1bnp3p/4p3/3PP1n1/2N1BN2/PPPQBPPP/R4RK1 w - - 3 10,[%eval -0.06]
r1bq1rk1/ppp2pp1/1bnp3p/3Pp3/4P1n1/2N1BN2/PPPQBPPP/R4RK1 b - - 0 10,[%eval -0.37]
r1bq1rk1/ppp2pp1/1bnp3p/3Pp3/4P3/2N1nN2/PPPQBPPP/R4RK1 w - - 0 11,[%eval -0.28]
r1bq1rk1/ppp2pp1/1bnp3p/3Pp3/4P3/2N1PN2/PPPQB1PP/R4RK1 b - - 0 11,[%eval -0.36]
r1bq1rk1/ppp1npp1/1b1p3p/3Pp3/4P3/2N1PN2/PPPQB1PP/R4RK1 w - - 1 12,[%eval -0.31]
r1bq1rk1/ppp1npp1/1b1p3p/3Pp3/N3P3/4PN2/PPPQB1PP/R4RK1 b - - 2 12,[%eval -0.28]
r1bq1rk1/ppp2pp1/1b1p2np/3Pp3/N3P3/4PN2/PPPQB1PP/R4RK1 w - - 3 13,[%eval -0.15]
r1bq1rk1/ppp2pp1/1N1p2np/3Pp3/4P3/4PN2/PPPQB1PP/R4RK1 b - - 0 13,[%eval -0.13]
r1bq1rk1/1pp2pp1/1p1p2np/3Pp3/4P3/4PN2/PPPQB1PP/R4RK1 w - - 0 14,[%eval -0.13]
r1bq1rk1/1pp2pp1/1p1p2np/3Pp3/4P3/4PN1P/PPPQB1P1/R4RK1 b - - 0 14,[%eval -0.29]
r2q1rk1/1ppb1pp1/1p1p2np/3Pp3/4P3/4PN1P/PPPQB1P1/R4RK1 w - - 1 15,[%eval -0.38]
r2q1rk1/1ppb1pp1/1p1p2np/3Pp3/2P1P3/4PN1P/PP1QB1P1/R4RK1 b - c3 0 15,[%eval -0.38]
r4rk1/1ppbqpp1/1p1p2np/3Pp3/2P1P3/4PN1P/PP1QB1P1/R4RK1 w - - 1 16,[%eval -0.36]
r4rk1/1ppbqpp1/1p1p2np/3Pp3/2P1P3/P3PN1P/1P1QB1P1/R4RK1 b - - 0 16,[%eval -0.45]
5rk1/rppbqpp1/1p1p2np/3Pp3/2P1P3/P3PN1P/1P1QB1P1/R4RK1 w - - 1 17,[%eval 0.0]
5rk1/rppbqpp1/1p1p2np/3Pp3/2P1P3/P3P2P/1P1QB1PN/R4RK1 b - - 2 17,[%eval -0.39]
5rk1/rppb1pp1/1p1p2np/3Pp3/2P1P2q/P3P2P/1P1QB1PN/R4RK1 w - - 3 18,[%eval -0.2]
5rk1/rppb1pp1/1p1p2np/3Pp3/2P1P2q/P2BP2P/1P1Q2PN/R4RK1 b - - 4 18,[%eval -0.23]
5rk1/rppb1pp1/1p1p2np/3Pp1q1/2P1P3/P2BP2P/1P1Q2PN/R4RK1 w - - 5 19,[%eval -0.12]
5rk1/rppb1pp1/1p1p2np/3Pp1q1/2P1P3/P2BPR1P/1P1Q2PN/R5K1 b - - 6 19,[%eval -1.65]
5rk1/rppb1pp1/1p1p3p/3Pp1q1/2P1P2n/P2BPR1P/1P1Q2PN/R5K1 w - - 7 20,[%eval -1.63]
5rk1/rppb1pp1/1p1p3p/3Pp1q1/2P1P2n/P2BP2P/1P1Q1RPN/R5K1 b - - 8 20,[%eval -1.58]
5rk1/rpp2pp1/1p1p3p/3Pp1q1/2P1P2n/P2BP2b/1P1Q1RPN/R5K1 w - - 0 21,[%eval -1.63]
5rk1/rpp2pp1/1p1p3p/3Pp1q1/2P1P2n/P2BPN1b/1P1Q1RP1/R5K1 b - - 1 21,[%eval -2.33]
5rk1/rpp2pp1/1p1p3p/3Pp1q1/2P1P3/P2BPn1b/1P1Q1RP1/R5K1 w - - 0 22,[%eval -1.74]
5rk1/rpp2pp1/1p1p3p/3Pp1q1/2P1P3/P2BPR1b/1P1Q2P1/R5K1 b - - 0 22,[%eval -1.75]
5rk1/rppb1pp1/1p1p3p/3Pp1q1/2P1P3/P2BPR2/1P1Q2P1/R5K1 w - - 1 23,[%eval -1.72]
